date,area_name,healthcare_type,patients
2021-05-31,Rest of England,Patients admitted to Hospital,78
2021-06-01,London,Patients in mechanical ventilation beds,40
2021-06-01,London,Patients in Hospital,236
2021-06-01,London,Patients admitted to Hospital,29
2021-06-01,Rest of England,Patients in mechanical ventilation beds,83
2021-06-01,Rest of England,Patients in Hospital,540
2021-06-01,Rest of England,Patients admitted to Hospital,86
2021-06-02,London,Patients in mechanical ventilation beds,40
2021-06-02,London,Patients in Hospital,241
2021-06-02,London,Patients admitted to Hospital,19
2021-06-02,Rest of England,Patients in mechanical ventilation beds,76
2021-06-02,Rest of England,Patients in Hospital,560
2021-06-02,Rest of England,Patients admitted to Hospital,82
2021-06-03,London,Patients in mechanical ventilation beds,41
2021-06-03,London,Patients in Hospital,238
2021-06-03,London,Patients admitted to Hospital,20
2021-06-03,Rest of England,Patients in mechanical ventilation beds,83
2021-06-03,Rest of England,Patients in Hospital,541
2021-06-03,Rest of England,Patients admitted to Hospital,73
2021-06-04,London,Patients in mechanical ventilation beds,41
2021-06-04,London,Patients in Hospital,247
2021-06-04,London,Patients admitted to Hospital,16
2021-06-04,Rest of England,Patients in mechanical ventilation beds,78
2021-06-04,Rest of England,Patients in Hospital,558
2021-06-04,Rest of England,Patients admitted to Hospital,80
2021-06-05,London,Patients in mechanical ventilation beds,40
2021-06-05,London,Patients in Hospital,234
2021-06-05,London,Patients admitted to Hospital,16
2021-06-05,Rest of England,Patients in mechanical ventilation beds,84
2021-06-05,Rest of England,Patients in Hospital,548
2021-06-05,Rest of England,Patients admitted to Hospital,80
2021-06-06,London,Patients in mechanical ventilation beds,41
2021-06-06,London,Patients in Hospital,237
2021-06-06,London,Patients admitted to Hospital,27
2021-06-06,Rest of England,Patients in mechanical ventilation beds,90
2021-06-06,Rest of England,Patients in Hospital,570
2021-06-06,Rest of England,Patients admitted to Hospital,94
2021-06-07,London,Patients in mechanical ventilation beds,42
2021-06-07,London,Patients in Hospital,252
2021-06-07,London,Patients admitted to Hospital,17
2021-06-07,Rest of England,Patients in mechanical ventilation beds,91
2021-06-07,Rest of England,Patients in Hospital,608
2021-06-07,Rest of England,Patients admitted to Hospital,114
2021-06-08,London,Patients in mechanical ventilation beds,45
2021-06-08,London,Patients in Hospital,249
2021-06-08,London,Patients admitted to Hospital,20
2021-06-08,Rest of England,Patients in mechanical ventilation beds,95
2021-06-08,Rest of England,Patients in Hospital,630
2021-06-08,Rest of England,Patients admitted to Hospital,127
2021-06-09,London,Patients in mechanical ventilation beds,47
2021-06-09,London,Patients in Hospital,270
2021-06-09,London,Patients admitted to Hospital,33
2021-06-09,Rest of England,Patients in mechanical ventilation beds,94
2021-06-09,Rest of England,Patients in Hospital,606
2021-06-09,Rest of England,Patients admitted to Hospital,125
2021-06-10,London,Patients in mechanical ventilation beds,46
2021-06-10,London,Patients in Hospital,266
2021-06-10,London,Patients admitted to Hospital,29
2021-06-10,Rest of England,Patients in mechanical ventilation beds,94
2021-06-10,Rest of England,Patients in Hospital,640
2021-06-10,Rest of England,Patients admitted to Hospital,133
2021-06-11,London,Patients in mechanical ventilation beds,51
2021-06-11,London,Patients in Hospital,262
2021-06-11,London,Patients admitted to Hospital,28
2021-06-11,Rest of England,Patients in mechanical ventilation beds,95
2021-06-11,Rest of England,Patients in Hospital,622
2021-06-11,Rest of England,Patients admitted to Hospital,116
2021-06-12,London,Patients in mechanical ventilation beds,50
2021-06-12,London,Patients in Hospital,250
2021-06-12,London,Patients admitted to Hospital,27
2021-06-12,Rest of England,Patients in mechanical ventilation beds,102
2021-06-12,Rest of England,Patients in Hospital,665
2021-06-12,Rest of England,Patients admitted to Hospital,110
2021-06-13,London,Patients in mechanical ventilation beds,51
2021-06-13,London,Patients in Hospital,261
2021-06-13,London,Patients admitted to Hospital,34
2021-06-13,Rest of England,Patients in mechanical ventilation beds,120
2021-06-13,Rest of England,Patients in Hospital,686
2021-06-13,Rest of England,Patients admitted to Hospital,153
2021-06-14,London,Patients in mechanical ventilation beds,51
2021-06-14,London,Patients in Hospital,285
2021-06-14,London,Patients admitted to Hospital,33
2021-06-14,Rest of England,Patients in mechanical ventilation beds,119
2021-06-14,Rest of England,Patients in Hospital,708
2021-06-14,Rest of England,Patients admitted to Hospital,152
2021-06-15,London,Patients in mechanical ventilation beds,51
2021-06-15,London,Patients in Hospital,289
2021-06-15,London,Patients admitted to Hospital,37
2021-06-15,Rest of England,Patients in mechanical ventilation beds,136
2021-06-15,Rest of England,Patients in Hospital,741
2021-06-15,Rest of England,Patients admitted to Hospital,151
2021-06-16,London,Patients in mechanical ventilation beds,54
2021-06-16,London,Patients in Hospital,277
2021-06-16,London,Patients admitted to Hospital,25
2021-06-16,Rest of England,Patients in mechanical ventilation beds,138
2021-06-16,Rest of England,Patients in Hospital,780
2021-06-16,Rest of England,Patients admitted to Hospital,152
2021-06-17,London,Patients in mechanical ventilation beds,53
2021-06-17,London,Patients in Hospital,300
2021-06-17,London,Patients admitted to Hospital,31
2021-06-17,Rest of England,Patients in mechanical ventilation beds,144
2021-06-17,Rest of England,Patients in Hospital,822
2021-06-17,Rest of England,Patients admitted to Hospital,171
2021-06-18,London,Patients in mechanical ventilation beds,55
2021-06-18,London,Patients in Hospital,289
2021-06-18,London,Patients admitted to Hospital,26
2021-06-18,Rest of England,Patients in mechanical ventilation beds,155
2021-06-18,Rest of England,Patients in Hospital,881
2021-06-18,Rest of England,Patients admitted to Hospital,159
2021-06-19,London,Patients in mechanical ventilation beds,57
2021-06-19,London,Patients in Hospital,286
2021-06-19,London,Patients admitted to Hospital,31
2021-06-19,Rest of England,Patients in mechanical ventilation beds,146
2021-06-19,Rest of England,Patients in Hospital,857
2021-06-19,Rest of England,Patients admitted to Hospital,147
2021-06-20,London,Patients in mechanical ventilation beds,50
2021-06-20,London,Patients in Hospital,272
2021-06-20,London,Patients admitted to Hospital,32
2021-06-20,Rest of England,Patients in mechanical ventilation beds,146
2021-06-20,Rest of England,Patients in Hospital,896
2021-06-20,Rest of England,Patients admitted to Hospital,139
2021-06-21,London,Patients in mechanical ventilation beds,56
2021-06-21,London,Patients in Hospital,303
2021-06-21,London,Patients admitted to Hospital,19
2021-06-21,Rest of England,Patients in mechanical ventilation beds,156
2021-06-21,Rest of England,Patients in Hospital,987
2021-06-21,Rest of England,Patients admitted to Hospital,162
2021-06-22,London,Patients in mechanical ventilation beds,60
2021-06-22,London,Patients in Hospital,300
2021-06-22,London,Patients admitted to Hospital,26
2021-06-22,Rest of England,Patients in mechanical ventilation beds,169
2021-06-22,Rest of England,Patients in Hospital,1001
2021-06-22,Rest of England,Patients admitted to Hospital,156
2021-06-23,London,Patients in mechanical ventilation beds,61
2021-06-23,London,Patients in Hospital,280
2021-06-23,London,Patients admitted to Hospital,29
2021-06-23,Rest of England,Patients in mechanical ventilation beds,166
2021-06-23,Rest of England,Patients in Hospital,975
2021-06-23,Rest of England,Patients admitted to Hospital,185
2021-06-24,London,Patients in mechanical ventilation beds,67
2021-06-24,London,Patients in Hospital,286
2021-06-24,London,Patients admitted to Hospital,22
2021-06-24,Rest of England,Patients in mechanical ventilation beds,173
2021-06-24,Rest of England,Patients in Hospital,988
2021-06-24,Rest of England,Patients admitted to Hospital,172
2021-06-25,London,Patients in mechanical ventilation beds,62
2021-06-25,London,Patients in Hospital,286
2021-06-25,London,Patients admitted to Hospital,26
2021-06-25,Rest of England,Patients in mechanical ventilation beds,176
2021-06-25,Rest of England,Patients in Hospital,998
2021-06-25,Rest of England,Patients admitted to Hospital,180
2021-06-26,London,Patients in mechanical ventilation beds,59
2021-06-26,London,Patients in Hospital,266
2021-06-26,London,Patients admitted to Hospital,35
2021-06-26,Rest of England,Patients in mechanical ventilation beds,177
2021-06-26,Rest of England,Patients in Hospital,1010
2021-06-26,Rest of England,Patients admitted to Hospital,188
2021-06-27,London,Patients in mechanical ventilation beds,53
2021-06-27,London,Patients in Hospital,243
2021-06-27,London,Patients admitted to Hospital,38
2021-06-27,Rest of England,Patients in mechanical ventilation beds,191
2021-06-27,Rest of England,Patients in Hospital,1088
2021-06-27,Rest of England,Patients admitted to Hospital,188
2021-06-28,London,Patients in mechanical ventilation beds,66
2021-06-28,London,Patients in Hospital,302
2021-06-28,London,Patients admitted to Hospital,31
2021-06-28,Rest of England,Patients in mechanical ventilation beds,206
2021-06-28,Rest of England,Patients in Hospital,1163
2021-06-28,Rest of England,Patients admitted to Hospital,213
2021-06-29,London,Patients in mechanical ventilation beds,68
2021-06-29,London,Patients in Hospital,301
2021-06-29,London,Patients admitted to Hospital,51
2021-06-29,Rest of England,Patients in mechanical ventilation beds,191
2021-06-29,Rest of England,Patients in Hospital,1144
2021-06-29,Rest of England,Patients admitted to Hospital,232
2021-06-30,London,Patients in mechanical ventilation beds,71
2021-06-30,London,Patients in Hospital,314
2021-06-30,London,Patients admitted to Hospital,51
2021-06-30,Rest of England,Patients in mechanical ventilation beds,193
2021-06-30,Rest of England,Patients in Hospital,1186
2021-06-30,Rest of England,Patients admitted to Hospital,280
2021-07-01,London,Patients in mechanical ventilation beds,74
2021-07-01,London,Patients in Hospital,329
2021-07-01,London,Patients admitted to Hospital,30
2021-07-01,Rest of England,Patients in mechanical ventilation beds,205
2021-07-01,Rest of England,Patients in Hospital,1231
2021-07-01,Rest of England,Patients admitted to Hospital,265
2021-07-02,London,Patients in mechanical ventilation beds,70
2021-07-02,London,Patients in Hospital,323
2021-07-02,London,Patients admitted to Hospital,32
2021-07-02,Rest of England,Patients in mechanical ventilation beds,227
2021-07-02,Rest of England,Patients in Hospital,1288
2021-07-02,Rest of England,Patients admitted to Hospital,275
2021-07-03,London,Patients in mechanical ventilation beds,72
2021-07-03,London,Patients in Hospital,318
2021-07-03,London,Patients admitted to Hospital,42
2021-07-03,Rest of England,Patients in mechanical ventilation beds,224
2021-07-03,Rest of England,Patients in Hospital,1318
2021-07-03,Rest of England,Patients admitted to Hospital,281
2021-07-04,London,Patients in mechanical ventilation beds,73
2021-07-04,London,Patients in Hospital,331
2021-07-04,London,Patients admitted to Hospital,54
2021-07-04,Rest of England,Patients in mechanical ventilation beds,232
2021-07-04,Rest of England,Patients in Hospital,1413
2021-07-04,Rest of England,Patients admitted to Hospital,336
2021-07-05,London,Patients in mechanical ventilation beds,76
2021-07-05,London,Patients in Hospital,364
2021-07-05,London,Patients admitted to Hospital,55
2021-07-05,Rest of England,Patients in mechanical ventilation beds,254
2021-07-05,Rest of England,Patients in Hospital,1524
2021-07-05,Rest of England,Patients admitted to Hospital,361
2021-07-06,London,Patients in mechanical ventilation beds,74
2021-07-06,London,Patients in Hospital,381
2021-07-06,London,Patients admitted to Hospital,52
2021-07-06,Rest of England,Patients in mechanical ventilation beds,279
2021-07-06,Rest of England,Patients in Hospital,1617
2021-07-06,Rest of England,Patients admitted to Hospital,406
2021-07-07,London,Patients in mechanical ventilation beds,74
2021-07-07,London,Patients in Hospital,397
2021-07-07,London,Patients admitted to Hospital,62
2021-07-07,Rest of England,Patients in mechanical ventilation beds,303
2021-07-07,Rest of England,Patients in Hospital,1747
2021-07-07,Rest of England,Patients admitted to Hospital,399
2021-07-08,London,Patients in mechanical ventilation beds,75
2021-07-08,London,Patients in Hospital,411
2021-07-08,London,Patients admitted to Hospital,79
2021-07-08,Rest of England,Patients in mechanical ventilation beds,301
2021-07-08,Rest of England,Patients in Hospital,1798
2021-07-08,Rest of England,Patients admitted to Hospital,409
2021-07-09,London,Patients in mechanical ventilation beds,84
2021-07-09,London,Patients in Hospital,435
2021-07-09,London,Patients admitted to Hospital,68
2021-07-09,Rest of England,Patients in mechanical ventilation beds,309
2021-07-09,Rest of England,Patients in Hospital,1917
2021-07-09,Rest of England,Patients admitted to Hospital,383
2021-07-10,London,Patients in mechanical ventilation beds,87
2021-07-10,London,Patients in Hospital,440
2021-07-10,London,Patients admitted to Hospital,64
2021-07-10,Rest of England,Patients in mechanical ventilation beds,311
2021-07-10,Rest of England,Patients in Hospital,1989
